id,slug2,created_at,,,,,,
2774,european-medicines-agency-validates-bristol-myers-squibb?s-applications-for-idecabtagene-vicleucel-ide-cel-bb2121-and-cc-486,22-05-2020 00:00,,,,,,
2775,fresenius-kabi?s-regulatory-submission-for-pegfilgrastim-biosimilar-accepted-for-review-by-ema,25-05-2020 00:00,,,,,,
2776,abcellera-will-use-its-world-leading-antibody-drug-discovery-platform-in-a-multi-year-collaboration-to-identify-antibodies-against-up-to-nine-targets,25-05-2020 00:00,,,,,,
2777,astrazeneca-advances-response-to-global-covid-19-challenge-as-it-receives-first-commitments-for-oxford?s-potential-new-vaccine,25-05-2020 00:00,,,,,,
2778,us-fda-approves-evofem-biosciences?-phexxi?-lactic-acid-citric-acid-and-potassium-bitartrate-the-first-and-only-non-hormonal-prescription-gel-for-the-prevention-of-pregnancy,25-05-2020 00:00,,,,,,
2779,dupixent?-dupilumab-eosinophilic-esophagitis-trial-meets-both-co-primary-endpoints,25-05-2020 00:00,,,,,,
2780,novavax-initiates-phase-12-clinical-trial-of-covid-19-vaccine,26-05-2020 00:00,,,,,,
2781,astrazeneca-collaborates-with-archerdx-to-use-personalised-cancer-assays-to-detect-minimal-residual-disease-in-lung-cancer-trials,26-05-2020 00:00,,,,,,
2782,chi-med-and-beigene-enter-into-clinical-collaboration-to-evaluate-combinations-of-surufatinib-and-fruquintinib-with-tislelizumab,26-05-2020 00:00,,,,,,
2783,neogenomics-enters-strategic-collaboration-with-inivata-to-commercialize-invisionfirst-lung-liquid-biopsy-test,26-05-2020 00:00,,,,,,
2784,merck-to-acquire-themis,26-05-2020 00:00,,,,,,
2785,algernon-submits-investigational-new-drug-ind-application-with-us-fda-for-multinational-phase-2b3-human-study-to-evaluate-ifenprodil-for-covid-19,26-05-2020 00:00,,,,,,
2786,boehringer-ingelheim-and-lilly-to-collaborate-with-duke-clinical-research-institute-on-a-pragmatic-trial-examining-jardiance?s-effects-following-an-acute-myocardial-infarction,26-05-2020 00:00,,,,,,
2787,tetra-therapeutics-enters-into-definitive-merger-agreement-to-be-acquired-by-shionogi,27-05-2020 00:00,,,,,,
2788,glenmark-to-commence-another-new-phase-3-clinical-trial-on-a-combination-of-two-anti-viral-drugs-favipiravir-and-umifenovir-in-hospitalized-patients-of-moderate-covid-19-in-india,27-05-2020 00:00,,,,,,
2789,port-delivery-system-with-ranibizumab-shows-positive-phase-iii-results-in-neovascular-age-related-macular-degeneration,27-05-2020 00:00,,,,,,
2790,sanofi-fda-approves-dupixent-dupilumab-as-first-biologic-medicine-for-children-aged-6-to-11-years-with-moderate-to-severe-atopic-dermatitis,27-05-2020 00:00,,,,,,
2791,repare-therapeutics-announces-multi-target-discovery-collaboration-with-bristol-myers-squibb,27-05-2020 00:00,,,,,,
2792,nature-publishes-preclinical-characterization-and-primate-efficacy-data-on-junshi-biosciences?-covid-19-neutralizing-antibodies,27-05-2020 00:00,,,,,,
2793,gilead-sciences-and-arcus-biosciences-establish-10-year-partnership-to-co-develop-and-co-commercialize-next-generation-cancer-immunotherapies,28-05-2020 00:00,,,,,,
2794,roche?s-ocrevus-ocrelizumab-shorter-2-hour-infusion-time-approved-in-europe,28-05-2020 00:00,,,,,,
2795,roche?s-ocrevus-ocrelizumab-shorter-2-hour-infusion-time-approved-in-europe,28-05-2020 00:00,,,,,,
2796,acelrx-pharmaceuticals-announces-revised-merger-agreement-with-tetraphase,28-05-2020 00:00,,,,,,
2797,fda-accepts-for-review-fresenius-kabi?s-first-biosimilar-regulatory-submission-for-msb11455-a-biosimilar-candidate-of-pegfilgrastim,28-05-2020 00:00,,,,,,
2798,atriva-therapeutics-to-develop-atr-002-for-treatment-of-patients-with-covid-19-in-phase-ii-study,28-05-2020 00:00,,,,,,
2799,astrazeneca-takes-next-steps-towards-broad-and-equitable-access-to-oxford-university?s-covid-19-vaccine,05-06-2020 00:00,,,,,,
2800,fresenius-kabi-enters-marketing-agreement-for-biosimilar-product,29-05-2020 00:00,,,,,,
2801,lilly-receives-us-fda-approval-of-tauvid?-flortaucipir-f-18-injection-for-use-in-patients-being-evaluated-for-alzheimer?s-disease,29-05-2020 00:00,,,,,,
2802,updated-data-demonstrate-roche?s-alecensa-increases-overall-survival-rate-for-people-with-alk-positive-non-small-cell-lung-cancer,29-05-2020 00:00,,,,,,
2803,first-subjects-dosed-in-australian-phase-i-clinical-study-of-a-denosumab-biosimilar,18-05-2020 00:00,,,,,,
2804,european-commission-releases-takeda-from-commitment-to-divest-shire?s-pipeline-compound-shp647,29-05-2020 00:00,,,,,,
2805,celltrion-healthcare?truxima?-launched-in-brazil-direct-marketing-activities-to-expand-the-latin-american-market,27-05-2020 00:00,,,,,,
2806,genmab-announces-positive-topline-results-in-phase-iii-andromeda-study-of-daratumumab-in-light-chain-al-amyloidosis,29-05-2020 00:00,,,,,,
2807,amgen-presents-new-amg-510-clinical-data-across-multiple-solid-tumors-during-asco20-virtual-scientific-program,01-06-2020 00:00,,,,,,
2808,celltrion-healthcare?truxima?-launched-in-brazil-direct-marketing-activities-to-expand-the-latin-american-market,27-05-2020 00:00,,,,,,
2809,abbvie-and-jacobio-announce-strategic-collaboration-to-advance-shp2-inhibitors,01-06-2020 00:00,,,,,,
2810,immunotherapy-avelumab-shows-potential-in-rare-gynecologic-cancer-resistant-to-chemotherapy,01-06-2020 00:00,,,,,,
2811,seattle-genetics-announces-positive-results-from-exploratory-analyses-of-her2climb-for-tukysa?-tucatinib-in-brain-metastases-patients-with-her2-positive-breast-cancer,01-06-2020 00:00,,,,,,
2812,mycenax-announces-the-sale-of-lusinex-to-gedeon-richter,28-05-2020 00:00,,,,,,
2813,daewon-pharmaceutical-launches-terrosa-in-republic-of-korea,26-05-2020 00:00,,,,,,
2814,merck?s-keytruda?-pembrolizumab-superior-to-standard-of-care-chemotherapy-in-patients-with-msi-h-colorectal-cancer,01-06-2020 00:00,,,,,,
2815,takeda-to-present-data-from-the-iclusig?-ponatinib-clinical-trial-program-that-could-prove-practice-changing-for-the-treatment-of-chronic-phase-cml,01-06-2020 00:00,,,,,,
2816,tagrisso-demonstrated-unprecedented-disease-free-survival-in-the-adjuvant-treatment-of-stage-ib-iiia-patients-with-egfr-mutated-lung-cancer,01-06-2020 00:00,,,,,,
2817,enhertu-fam-trastuzumab-deruxtecan-nxki-achieved-a-tumor-response-rate-of-453-in-patients-with-her2-positive-metastatic-colorectal-cancer-in-phase-ii-destiny-crc01,01-06-2020 00:00,,,,,,
2818,lilly-begins-world?s-first-study-of-a-potential-covid-19-antibody-treatment-in-humans,02-06-2020 00:00,,,,,,
2819,mylan-and-lupin-receive-european-marketing-authorization-for-nepexto?-biosimilar-etanercept,04-06-2020 00:00,,,,,,
2820,inovio-and-ivi-partner-with-seoul-national-university-hospital-to-start-phase-12-clinical-trial-of-inovio?s-covid-19-dna-vaccine-ino-4800-in-south-korea,04-06-2020 00:00,,,,,,
2821,accent-therapeutics-and-astrazeneca-to-discover-and-develop-novel-cancer-therapeutics-in-new-collaboration,04-06-2020 00:00,,,,,,
2822,roche?s-elecsys-il-6-test-receives-fda-emergency-use-authorisation-to-help-in-identifying-patients-at-high-risk-of-severe-inflammatory-response,04-06-2020 00:00,,,,,,
2823,formycon-announces-update-on-biosimilar-programs,15-05-2020 00:00,,,,,,
2824,celltrion-poonglim-pharmatech-selected?national-no-1?insulin-pen-type-injection-drug-as-a-national-project,03-06-2020 00:00,,,,,,
2825,eular-2020-lilly-shares-new-data-for-olumiant?-in-rheumatoid-arthritis-and-systemic-lupus-erythematosus,03-06-2020 00:00,,,,,,
2826,eular-2020-lilly?s-taltz?-ixekizumab-continues-to-show-robust-and-consistent-efficacy-in-psoriatic-arthritis,03-06-2020 00:00,,,,,,
2827,personalis-announces-scientific-collaboration-with-sarepta-therapeutics-on-immune-response-to-precision-genetic-therapeutics,03-06-2020 00:00,,,,,,
2828,novartis-provides-update-on-fda-review-of-ofatumumab-a-self-administered-targeted-b-cell-therapy-for-patients-with-relapsing-multiple-sclerosis,03-06-2020 00:00,,,,,,
2829,intravacc-and-epivax-team-up-in-development-of-covid-19-emerging-vaccine,03-06-2020 00:00,,,,,,
2830,y-mabs-announces-us-fda-acceptance-of-biologics-license-application-for-danyelza?-naxitamab-for-the-treatment-of-neuroblastoma-for-priority-review,03-06-2020 00:00,,,,,,
2831,regeneron-and-intellia-therapeutics-expand-collaboration-to-develop-crisprcas9-based-treatments,02-06-2020 00:00,,,,,,
2832,european-commission-approves-sarclisa?-isatuximab-for-adults-with-relapsed-and-refractory-multiple-myeloma,02-06-2020 00:00,,,,,,
2833,fda-approves-roche?s-tecentriq-in-combination-with-avastin-for-people-with-the-most-common-form-of-liver-cancer,02-06-2020 00:00,,,,,,
2834,european-commission-approves-sarclisa?-isatuximab-for-adults-with-relapsed-and-refractory-multiple-myeloma,02-06-2020 00:00,,,,,,
2835,henlius-and-accord-receive-positive-chmp-opinion-for-oncology-biosimilar-hlx02-trastuzumab,02-06-2020 00:00,,,,,,
2836,melinta-therapeutics-to-acquire-tetraphase-pharmaceuticals,05-06-2020 00:00,,,,,,
2837,novartis-phase-iiib-argon-study-meets-primary-endpoint-in-a-comparison-of-enerzair-breezhaler-qvm149-versus-a-free-combination-of-two-existing-inhaled-treatments-in-uncontrolled-asthma,05-06-2020 00:00,,,,,,
2838,astrazeneca-approaches-gilead-about-potential-merger,08-06-2020 00:00,,,,,,
2839,abbvie-harbour-biomed-utrecht-university-and-erasmus-medical-center-announce-collaboration-to-develop-monoclonal-antibody-therapy-to-prevent-and-treat-covid-19,08-06-2020 00:00,,,,,,
2840,oxford-biomedica-signs-five-year-collaboration-agreement-with-the-vaccines-manufacturing-and-innovation-centre,08-06-2020 00:00,,,,,,
2841,calquence-showed-promising-clinical-improvement-in-majority-of-19-hospitalised-covid-19-patients,08-06-2020 00:00,,,,,,
2842,lilly-announces-start-of-a-phase-1-study-for-its-second-potential-covid-19-antibody-treatment,08-06-2020 00:00,,,,,,
2843,alphamab-oncology-and-sanofi-enter-collaboration-on-kn026-in-her2-breast-cancer,09-06-2020 00:00,,,,,,
2844,innovent-and-roche-enter-into-a-strategic-collaboration-to-discover-and-develop-multiple-products-including-cellular-therapies-and-bispecific-antibodies,09-06-2020 00:00,,,,,,
2845,roxadustat-demonstrates-non-inferiority-to-darbepoetin-in-phase-3-dolomites-study-of-anemia-in-non-dialysisdependent-adult-patients-with-chronic-kidney-disease,09-06-2020 00:00,,,,,,
2846,mallinckrodt-completes-rolling-submission-of-biologics-license-application-for-stratagraft?-regenerative-skin-tissue-to-us-food-and-drug-administration,09-06-2020 00:00,,,,,,
2847,first-patient-dose-delivered-for-lilly?s-tirzepatide-cardiovascular-outcomes-trial,09-06-2020 00:00,,,,,,
2848,evox-therapeutics-announces-a-multi-target-rnai-and-antisense-research-collaboration-and-license-agreement-with-lilly,09-06-2020 00:00,,,,,,
2849,denali-therapeutics-provides-broad-update-on-its-ripk1-program-partnered-with-sanofi,10-06-2020 00:00,,,,,,
2850,sandoz-canada-receives-health-canada-approval-to-launch-two-oncology-biosimilars-ziextenzo-and-riximyo,10-06-2020 00:00,,,,,,
2851,advancing-our-discovery-of-novel-coronavirus-neutralising-antibodies-against-covid-19,10-06-2020 00:00,,,,,,
2852,genmab-and-abbvie-announce-broad-oncology-collaboration,10-06-2020 00:00,,,,,,
2853,ubivac-announces-clinical-trial-collaboration-with-bristol-myers-squibb-on-combination-immunotherapy-for-advanced-triple-negative-breast-cancer,10-06-2020 00:00,,,,,,
2854,debiopharm?s-novel-microbiome-remodeling-program-licensed-to-takeda-for-the-treatment-of-gastrointestinal-disorders,10-06-2020 00:00,,,,,,
2855,dexcom?s-dxcm-g6-cgm-system-gets-ce-marking-in-europe,10-06-2020 00:00,,,,,,
2856,johnson-johnson-announces-acceleration-of-its-covid-19-vaccine-candidate-phase-12a-clinical-trial-to-begin-in-second-half-of-july,11-06-2020 00:00,,,,,,
2857,redhill-biopharma-submits-covid-19-clinical-trial-application-for-phase-23-study-with-opaganib,11-06-2020 00:00,,,,,,
2858,#NAME?,11-06-2020 00:00,,,,,,
2859,us-food-and-drug-administration-approves-opdivo-nivolumab-for-the-treatment-of-patients-with-advanced-esophageal-squamous-cell-carcinoma-escc-after-prior-fluoropyrimidine-and-platinum-based-chemotherapy,11-06-2020 00:00,,,,,,
2860,sorrento-announces-it-has-submitted-an-emergency-use-authorization-eua-application-for-the-covi-track-diagnostic-test-for-the-detection-of-antibodies-to-sars-cov-2,11-06-2020 00:00,,,,,,
2861,fda-approves-pfizer?s-oncology-supportive-care-biosimilar-nyvepria?-pegfilgrastim-apgf,11-06-2020 00:00,,,,,,
2862,first-drugs-announced-in-major-covid-19-drugs-trial,11-06-2020 00:00,,,,,,
2863,novo-nordisk-to-acquire-corvidia-therapeutics-and-expand-presence-in-cardiovascular-disease,12-06-2020 00:00,,,,,,
2864,mylan-and-biocon-announce-us-fda-approval-of-semglee-insulin-glargine-injection,12-06-2020 00:00,,,,,,
2865,moderna-advances-late-stage-development-of-its-vaccine-mrna-1273-against-covid-19,12-06-2020 00:00,,,,,,
2866,lannett-provides-update-on-clinical-advancement-of-biosimilar-insulin-glargine-following-fda-meeting,12-06-2020 00:00,,,,,,
2867,regeneron-begins-first-clinical-trials-of-anti-viral-antibody-cocktail-regn-cov2-for-the-treatment-and-prevention-of-covid-19-,12-06-2020 00:00,,,,,,
2868,takeda-to-divest-otc-and-select-non-core-assets-in-asia-pacific-to-celltrion-for-up-to-278-million-usd,12-06-2020 00:00,,,,,,
2869,medtronic-secures-ce-mark-for-minimed-780g-advanced-hybrid-closed-loop-system-designed-to-further-simplify-type-1-diabetes-management,12-06-2020 00:00,,,,,,
2870,astrazeneca-to-supply-europe-with-up-to-400-million-doses-of-oxford-university?s-vaccine-at-no-profit,15-06-2020 00:00,,,,,,
2871,zydus-signs-a-non-exclusive-licensing-agreement-with-gilead-sciences-inc-to-manufacture-and-market-remdesivir,15-06-2020 00:00,,,,,,
2872,lilly-begins-a-phase-3-clinical-trial-with-baricitinib-for-hospitalized-covid-19-patients,15-06-2020 00:00,,,,,,
2873,fda-approves-merck?s-gardasil-9-for-the-prevention-of-certain-hpv-related-head-and-neck-cancers,15-06-2020 00:00,,,,,,
2874,foundation-medicine-acquires-lexent-bio-inc-to-accelerate-liquid-biopsy-research-and-development-and-advance-cancer-care,15-06-2020 00:00,,,,,,
2875,catalent-signs-agreement-with-astrazeneca-to-manufacture-covid-19-vaccine-candidate,16-06-2020 00:00,,,,,,
2876,akili-announces-fda-clearance-of-endeavorrx-for-children-with-adhd-the-first-prescription-treatment-delivered-through-a-video-game,16-06-2020 00:00,,,,,,
2877,celltrion-to-expand-covid-19-testing-portfolio-to-include-both-antigen-and-antibody-testing-kits,16-06-2020 00:00,,,,,,
2878,bayer-partners-with-massbio-to-launch-joint-mentoring-program-to-support-startups-in-china-and-asia,16-06-2020 00:00,,,,,,
2879,new-phase-ii-data-indicate-regimen-of-truxima-biosimilar-rituximab-lenalidomide-and-acalabrutinib-r2a-may-be-well-tolerated-and-effective-in-relapsedrefractory-aggressive-b-cell-lymphoma,16-06-2020 00:00,,,,,,
2880,sun-pharma-and-hikma-enter-into-exclusive-licensing-agreement-for-ilumya?-for-middle-east-north-africa-regions,16-06-2020 00:00,,,,,,
2881,neurocrine-biosciences-and-takeda-announce-collaboration-to-develop-and-commercialize-potential-therapies-for-psychiatric-disorders,17-06-2020 00:00,,,,,,
2882,merck-and-pfizer?s-sglt2-inhibitor-steglatro-ertugliflozin-meets-primary-endpoint-in-vertis-cv-trial-for-patients-with-type-2-diabetes-and-atherosclerotic-cardiovascular-disease,17-06-2020 00:00,,,,,,
2883,ideaya-and-gsk-announce-a-broad-partnership-in-synthetic-lethality-an-emerging-field-in-precision-medicine-oncology,17-06-2020 00:00,,,,,,
2884,novartis-cosentyx-receives-fda-approval-for-new-indication-to-treat-active-non-radiographic-axial-spondyloarthritis,17-06-2020 00:00,,,,,,
2885,sanofi?s-investigational-enzyme-replacement-therapy-shows-clinically-meaningful-improvement-in-critical-manifestations-of-late-onset-pompe-disease,17-06-2020 00:00,,,,,,
2886,fda-grants-full-approval-of-deciphera-pharmaceuticals?-qinloc-ripretinib-for-the-treatment-of-fourth-line-gastrointestinal-stromal-tumor,15-05-2020 00:00,,,,,,
2887,zionexa-usa-and-petnet-solutions-announce-fda-approval-of-cerianna-fluoroestradiol-f-18,28-05-2020 00:00,,,,,,
2888,amivas-us-llc-announces-fda-approval-of-artesunate-for-injection-for-treatment-of-severe-malaria,27-05-2020 00:00,,,,,,
2889,fda-approves-fensolvi?-leuprolide-acetate-for-injectable-suspension-for-pediatric-patients-with-central-precocious-puberty,04-05-2020 00:00,,,,,,
2890,cobra-biologics-signs-supply-agreement-with-astrazeneca-for-manufacture-of-covid-19-vaccine-candidate,17-06-2020 00:00,,,,,,
2891,gilead-sciences-statement-on-phase-23-clinical-trial-of-remdesivir-in-pediatric-patients-hospitalized-with-covid-19,18-06-2020 00:00,,,,,,
2892,roche?s-tecentriq-in-combination-with-chemotherapy-including-abraxane-meets-primary-endpoint-of-improved-pathological-complete-response-regardless-of-pd-l1-status-as-initial-treatment-for-people-with-early-triple-negative-breast-cancer,18-06-2020 00:00,,,,,,
2893,samsung-launches-the-samsung-health-monitor-application-with-blood-pressure-measurement,18-06-2020 00:00,,,,,,
2894,uk-start-up-gendius-partners-with-astrazeneca-to-develop-diabetes-management-support-for-patients-in-the-gulf-region,18-06-2020 00:00,,,,,,
2895,genmab-announces-us-fda-approval-of-subcutaneous-formulation-of-daratumumab-darzalex-faspro?-daratumumab-and-hyaluronidase-fihj-for-the-treatment-of-patients-with-multiple-myeloma,01-05-2020 00:00,,,,,,
2896,fda-approves-second-biomarker-based-indication-for-merck?s-keytruda-pembrolizumab-regardless-of-tumor-type,18-06-2020 00:00,,,,,,
2897,dr-reddy?s-laboratories-received-approval-for-their-nda-elyxyb?-celecoxib-oral-solution-25-mgml-in-the-us,06-05-2020 00:00,,,,,,
2898,sunovion-announces-us-fda-approval-of-kynmobi?-apomorphine-hydrochloride-sublingual-film-for-the-treatment-of-parkinson?s-disease-off-episodes,21-05-2020 00:00,,,,,,
2899,pra-teams-with-microsoft-to-enhance-covid-19-monitoring,18-06-2020 00:00,,,,,,
2900,fda-approves-vesicare-ls?-solifenacin-succinate-oral-suspension-for-pediatric-patients,27-05-2020 00:00,,,,,,
2901,fda-approves-the-first-oral-medication-for-the-management-of-heavy-menstrual-bleeding-due-to-uterine-fibroids-in-pre-menopausal-women,29-05-2020 00:00,,,,,,
2902,alpine-immune-sciences-and-abbvie-announce-option-and-license-agreement-for-the-development-and-commercialization-of-alpn-101,19-06-2020 00:00,,,,,,
2903,cipla-expands-partnership-with-roche-pharma-india-to-further-improve-access-to-key-oncology-medicines,19-06-2020 00:00,,,,,,
2904,redhill-biopharma-expands-opaganib-covid-19-phase-23-study-with-clinical-trial-applications-in-italy-and-uk,19-06-2020 00:00,,,,,,
