Title (News Shots),Categories,Date
Kronos Bio to Acquire Gilead's SYK Inhibitor Portfolio,M&A,17/7/2020
Merck KGaA Takes an Early Option in its Existing Immuno-Oncology Collaboration with F-star,Pharma,17/7/2020
Kiniksa's Rilonacept Receives the US FDA's Orphan Drug Designation to Treat Pericarditis,Regulatory,17/7/2020
Thermo Fisher Scientific Amends its Agreement to Acquire QIAGEN,M&A|MedTech,17/7/2020
Eli Lilly Reports Results of Mirikizumab in P-III OASIS-2 Study to Treat Moderate to Severe Plaque Psoriasis,Biotech|Clinical Trials,17/7/2020
Oncorus Initiates P-I Study of ONCR-177 in Patients with Advanced/ Refractory Cutaneous Subcutaneous or Metastatic Nodal Solid Tumors,Biotech,17/7/2020
Celltrion Initiates P-I Study of its COVID-19 Antibody Treatment in South Korea,Biotech|COVID-19,20/7/2020
GSK to Acquire 10% stake in CureVac for $163M,Biotech,20/7/2020
Roche Signs RWD Collaboration with PicnicHealth to Create Personalized Treatment for Patients with Multiple Sclerosis,MedTech,20/7/2020
Quest Diagnostic Receives the US FDA's First EUA for Sample Pooling in COVID-19,COVID-19|MedTech,20/7/2020
Royalty Pharma Acquires PTC's Royalty Interest in Risdiplam for $650M,Pharma,20/7/2020
AstraZeneca and Oxford University's AZD1222 Delivers Dual Immune Response in its P-II/III COV001 Study Against COVID-19,Biotech|COVID-19,21/7/2020
Pfizer and BioNTech Elicits Strong T-cell Response in P-I/II Study Against COVID-19,Biotech|COVID-19,21/7/2020
Mylan Launches Remdesivir Under the Brand Name Desrem for COVID-19 in India,COVID-19|Pharma,21/7/2020
Roche Collaborates with Jnana Therapeutics to Discover Novel Therapies to Treat Immune-Mediated and Neurological Diseases,Biotech,21/7/2020
The UK Government to Launch AbC-19 Lateral Flow Free Finger-Prick Test for COVID-19,COVID-19|MedTech,21/7/2020
Paige Receives the US FDA's 510(k) Clearance for its FullFocus Viewer to Use in Digital Pathology,MedTech|Regulatory,21/7/2020
Biocon Collaborates with Voluntis on Digital Therapeutics for Insulins,DigiHealth,22/7/2020
Gilead to Acquire Tizona's Stakes for $300M,M&A,22/7/2020
Boston Scientific Receives the US FDA's Approval for Next-Generation WATCHMAN FLX Left Atrial Appendage Closure Device,MedTech|Regulatory,22/7/2020
Evotec Collaborates with Quantro Therapeutics to Discover and Develop Novel Therapies for Cancer and Other Diseases,Biotech,22/7/2020
AbbVie Reports Results of Rinvoq (upadacitinib) as Monotherapy in a P-III Measure Up 2 Study for Atopic Dermatitis,Clinical Trials|Pharma,22/7/2020
Viela Bio's Uplizna (inebilizumab-cdon) Receives the US FDA's Approval to Treat Neuromyelitis Optica Spectrum Disorder (NMOSD),Biotech,2020-11-06
Pharma Mar's Zepzelca (lurbinectedin) Receives the US FDA's Accelerated Approval for Adult Patients with Metastatic Small Cell Lung Cancer (SCLC),Biotech,15/6/2020
Ultragenyx's Dojolvi (UX007/triheptanoin) Receives the US FDA's Approval to Treat Long-Chain Fatty Acid Oxidation Disorders,Biotech|Regulatory,15/6/2020
ViiV Healthcare's Tivicay PD (dolutegravir) Receives the US FDA's Approval for Children Living with HIV,Biotech,2020-12-06
Daiichi Sankyo Signs a Research Agreement Gustave Roussy for DS-1062 and Patritumab Deruxtecan to Treat Lung and Breast Cancer,Biotech,23/7/2020
Glenmark Report Results of FabiFlu (favipiravir) in P-III Clinical Study for Patients with Mild to Moderate COVID-19,COVID-19|Clinical Trials|Pharma,23/7/2020
Genentech Reports Results of Port Delivery System with Ranibizumab in P-III Archway Study for Neovascular Age-Related Macular Degeneration,Biotech|Clinical Trials,23/7/2020
Ovid Therapeutics and University of Connecticut Collaborate to Accelerate the Development of OV101 (gaboxadol) for Angelman Syndrome,Pharma,23/7/2020
BioMarin Reports the Submission of MAA to EMA for Vosoritide to Treat Children with Achondroplasia,Pharma,24/7/2020
Zydus to Initiate Clinical Study of Desidustat in Patients with Chemotherapy-Induced Anemia (CIA),COVID-19|Pharma,24/7/2020
Synaffix Expands its Existing Collaboration with ADC Therapeutics to Explore Two Additional Programs,Biotech,24/7/2020
PharmaShots Celebrates Successful Accomplishment of Two Years,Insights+,25/7/2020
Pfizer and BioNTech Initiate P-II/III Global Study of its Lead mRNA Vaccine Candidate Against COVID-19,Biotech|COVID-19,28/7/2020
Eli Lilly Amends its 2013 Agreement with Chi-Med to Commercialize Elunate (fruquintinib) in China,Pharma,28/7/2020
Eli Lilly's P-tau217 Blood Test Demonstrate High Accuracy in Diagnosis of Alzheimer's Disease,MedTech,29/7/2020
Roche's Actemra/RoActemra (tocilizumab) Fails to Meet the Primary Endpoint in P-III COVACTA Study for Patients with COVID-19 Associated Pneumonia,Biotech|COVID-19,29/7/2020
AbbVie Report Results of Rinvoq (upadacitinib) in a P-III AD Up Study for Patients with Atopic Dermatitis,Clinical Trials|Pharma,29/7/2020
Baxter and Ayogo Expand their Partnership to Advance Digital Health Solution for Home Dialysis,DigiHealth,29/7/2020
BARDA Signs a Multi-Year Agreement with Regeneron for its REGN-EB3 for National Preparedness,Biotech|COVID-19,30/7/2020
UCB Canada's Brivlera (brivaracetam) Receives Health Canada Approval to Treat Partial-Onset Seizures in Pediatric Epilepsy Patients,Biotech|Regulatory,30/7/2020
"Henlius and Accord's Zercepac (trastuzumab, biosimilar) Receive the EMA Approval for HER2-Positive Breast Cancer and Gastric Cancer",Biosimilars|Regulatory,30/7/2020
AstraZeneca's Tagrisso (osimertinib) Receives the US FDA's BT Designation for the Adjuvant Treatment of Patients with Stage IB-IIIA EGFR-Mutated Lung Cancer,Pharma|Regulatory,30/7/2020
Eli Lilly Reports Results of Jardiance (empagliflozin) in P-III EMPEROR Trial for Heart Failure Patients with Reduced Ejection Fraction with and without Diabetes,Clinical Trials|Pharma,30/7/2020
Sangamo Signs a Worldwide License Agreement with Novartis to Develop Genomic Therapies for Three Neurodevelopmental Targets,Pharma,30/7/2020
Johnson & Johnson Initiates P-I/IIa Study of its Ad26.COV2.S Against COVID-19 in the US and Belgium,Biotech|COVID-19,31/7/2020
Oxford Biomedica Signs Three Year Clinical Supply Agreement with Axovant to Manufacture and Supply AXO-Lenti-PD for Parkinson's Disease,Biotech|COVID-19,31/7/2020
MorphoSys' Monjuvi (tafasitamab-cxix) + Lenalidomide Receives the US FDA's Approval as 2L Treatment for Patients with Relapsed or Refractory Diffuse Large B-cell Lymphoma,Biotech,2020-03-08
Immunic Reports Results of IMU-838 in P-II EMPhASIS Study in Patients with Relapsing-Remitting Multiple Sclerosis,Biotech|Clinical Trials,2020-03-08
Regeneron Collaborates with BioNTech to Advance the Combination of FixVac and Libtayo (cemiplimab) in Melanoma,Pharma,2020-03-08
Roche's Rozlytrek Receives EC's Conditional Marketing Authorization for NTRK Fusion-Positive Solid Tumors and ROS1-Positive Advanced NSCLC,Pharma,2020-03-08
RedHill Replaces its Co-Commercialization Agreement with Daiichi Sankyo for Movantik (naloxegol),Pharma,2020-04-08
Novartis Reports Results of Kymriah (tisagenlecleucel) in P-II ELARA Study for Follicular Lymphoma,Clinical Trials|Pharma,2020-04-08
AstraZeneca Signs a License Agreement with Redx Pharma for RXC006 to Treat Idiopathic Pulmonary Fibrosis,Pharma,2020-05-08
LEO Pharma Receives the US FDA's Fast Track Designation for Delgocitinib Cream to Treat Moderate-to-Severe Chronic Hand Eczema,Pharma|Regulatory,2020-05-08
AbbVie Terminates Tau and ASN Agreement with Voyager Signed in 2018 and 2019,Biotech,2020-05-08
Roche's cobas Epstein-Barr Virus Test Receives the US FDA's Authorization for Transplant Patients,MedTech,2020-05-08
BioNTech and Fosun Pharma Initiate Clinical Trial of BNT162b1 Against COVID-19 in China,Biotech|COVID-19,2020-05-08
"Celltrion's Remsima SC (infliximab, CT-P13) Receives the EC's MAA for Additional Five Indications",Biosimilars,27/7/2020
"Bio-Thera Signs a License Agreement with Pharmapark for BAT2506 (golimumab, biosimilar)",Biosimilars,17/7/2020
Lundbeck Halts P-II Study of Lu AF11167 in Patients with Negative Symptoms of Schizophrenia,Pharma,2020-06-08
UCB's Cimzia (certolizumab pegol) Receives the EMA's Approval for a Reduced Maintenance Dose in Patients with Axial Spondyloarthritis Spectrum,Pharma,2020-06-08
Moderna Prices its COVID-19 Vaccine at $32-$37 per Dose for Smaller Volume Agreements,Biotech|COVID-19,2020-06-08
Evotec Signs an Agreement with Sanofi for Novel Drug Development,Pharma,2018-05-10
Emergent BioSolutions Announces Completion of Acquisition of PaxVax for ~$270M,M&A,2018-05-10
Mitsubishi Tanabe Pharma (MTP-CA) Receives Health Canada Approval of Radicava for Amyotrophic Lateral Sclerosis (ALS),Regulatory,2018-05-10
Konan Medical Receives FDA 510(k) Approval for its objectiveFIELD Device,MedTech,2018-11-10
Palette Life Sciences Signs a Worldwide Commercialization and Development Agreement with Nestle Skin Health,Pharma,17/10/2018
J&amp;J to Acquire Ci:z Holdings for Expansion of its Dermatology Portfolio,M&A,24/10/2018
Novartis Receives EU Approval for Cosentyx's (secukinumab) Label Update in Patients with Psoriatic Arthritis (PsA),Biotech,26/10/2018
AstraZeneca Divests US Rights of Synagis &amp; MEDI8897 to Sobi for Prevention of Serious Lower Respiratory Tract infection (LRTI),Biotech,13/11/2018
GSK's Trelegy Ellipta (Fluticasone Furoate/Umeclidinium/Vilanterol ‘FF/UMEC/VI') Receives Expanded Level Approval from EU for COPD,Biotech,13/11/2018
"Dragonfly and Celgene Extended their Collaboration from 2017, for the Treatment of Solid and Hematological Cancers",Biotech,15/11/2018
Arena Pharmaceutical Licenses Exclusive Worldwide Rights of Ralinepag (APD811) to United Therapeutics for $1.2B,Biotech,16/11/2018
Vela Diagnostics' ViroKey SARS-CoV-2 RT-PCR Test Receives the US FDA's Emergency Use Authorization,COVID-19|MedTech,2020-07-08
Eli Lilly's Lyumjev (insulin lispro-aabc injection) Receives the US FDA's Approval for Type 1 and Type 2 Diabetes,Biotech,15/6/2020
Evoke's Gimoti (metoclopramide) Receives the US FDA's Approval to Relief Symptoms in Adults with Acute and Recurrent Diabetic Gastroparesis,Biotech,19/6/2020
Chugai and Biofourmis Collaborate to Develop Solutions for Digitally Measuring Endometriosis Pain,DigiHealth,23/7/2020
Abbott's IOS-Compatible App Receives the US FDA's Approval for Patients with Neurological Disorder,DigiHealth|Regulatory,24/7/2020
AstraZeneca's Breztri Aerosphere Receives the US FDA's Approval for the Maintenance Treatment of COPD,Pharma|Regulatory,24/7/2020
Gilead and Galapagos' Jyseleca (filgotinib) Receive the CHMP's Positive Opinion for Moderate to Severe Rheumatoid Arthritis,Pharma|Regulatory,24/7/2020
Sorrento to Acquire SmartPharm and Develop Pipeline of Gene-Encoded Therapeutic Antibodies Targeting COVID-19 and Cancer,COVID-19|M&A,27/7/2020
AstraZeneca Signs an Agreement with Daiichi Sankyo to Develop and Commercialize DS-1062 Worth Up to $6B,Biotech,27/7/2020
"Centus Biotherapeutics' Equidacent (bevacizumab, biosimilar) Receives CHMP's Positive Opinion for the Treatment of Multiple Cancer Indications",Biosimilars,27/7/2020
Kite's Tecartus (brexucabtagene autoleucel) Receives the US FDA's Approval as the First Cell-Based Gene Therapy for Relapsed or Refractory MCL,Biotech|Regulatory,27/7/2020
"Cadila to Launch its Bevaro (bevasizumab, biosimilar) in India",Biosimilars,22/7/2020
Three Pharma Companies Launch Favipiravir to Treat COVID-19 in India,COVID-19|Pharma,27/7/2020
AstraZeneca Signs an Agreement with Emergent BioSolutions to Expand Manufacturing of AZD1222 for COVID-19,Biotech|COVID-19,28/7/2020
AstraZeneca Report Results of Farxiga in P-III DAPA-CKD Study for Patients with Chronic Kidney Disease,Clinical Trials|Pharma,28/7/2020
Zebra Medical Receives the US FDA's Approval for its HealthMammo Mammography Tool,MedTech,28/7/2020
Roche and UCB Collaborate to Develop UCB0107 for Alzheimer's Disease,Biotech,29/7/2020
Sanofi and GSK Sign an Agreement with the UK Government to Supply ~60M Doses of COVID-19 Vaccine,Biotech|COVID-19,29/7/2020
Merck's MK-6482 Receives the US FDA's Breakthrough Therapy Designation to Treat Patients With Von Hippel-Lindau Disease-Associated Renal Cell Carcinoma,Pharma|Regulatory,29/7/2020
"Cadila to Launch its Ritucad (rituximab, biosimilar) in India",Biosimilars,29/7/2020
Roche's Tecentriq + Cotellic and Zelboraf Receives the US FDA's Approval for Patients with Advanced Melanoma,Biotech|Regulatory,31/7/2020
Takeda's Pevonedistat Receives the US FDA's Breakthrough Therapy Designation to Treat Patients with Higher-Risk Myelodysplastic Syndrome,Pharma,31/7/2020
Roche Receives the US FDA's Approval for VENTANA HER2 Dual ISH Test as CDx to Identify Breast Cancer,MedTech,31/7/2020
Sanofi and GSK Receive $2.1B from the US Government to Supply 100M Doses of COVID-19 Vaccine,Biotech|COVID-19,2020-03-08
Eli Lilly in Collaboration with NIAID Initiate P-III Study of LY-CoV555 to Prevent COVID-19,Biotech|COVID-19,2020-04-08
Siemens Healthineers to Acquire Varian for $16.4B,M&A|MedTech,2020-04-08
Merck and Hanmi Collaborate to Develop Efinopegdutide for NASH,Pharma,2020-04-08
"Janssen's Darzalex (daratumumab, SC) Receives Health Canada Approval for the Treatment of Patients with Multiple Myeloma",Biotech|Regulatory,2020-04-08
Lupin and SunPharma Launch Generic Favipiravir to Treat Mild to Moderate COVID-19 in India,COVID-19|Pharma,2020-05-08
Teva and Alvotech Collaborate to Commercialize Five Biosimilar Candidates in the US,Biosimilars,2020-05-08
Johnson &amp; Johnson Signs an Agreement with the US Government to Supply 100M Doses of COVID-19 Vaccine Worth ~$1B,Biotech|COVID-19,2020-06-08
AstraZeneca Collaborates with Eko to Advance the Digital Health Tools for the Diagnosis of CV Diseases,DigiHealth|MedTech,2020-06-08
Novartis Reports Results of Ofatumumab (OMB157) in P-III ASCLEPIOS Trials for Relapsing Multiple Sclerosis,Biotech|Clinical Trials,2020-06-08
Biogen Signs an Agreement with Denali on LRRK2 Program for Parkinson's Disease Worth ~$2.125B,Pharma,2020-07-08
Roche's Tecentriq (atezolizumab) + Paclitaxel Fail to Meet the Primary Endpoint in P-III IMpassion131 Study for Patients with Metastatic Triple-Negative Breast Cancer,Biotech,2020-07-08
AstraZeneca Collaborates with Daiichi Sankyo to Evaluate the Combination of Patritumab Deruxtecan (U3-1402) + Tagrisso for EGFR-Mutated Non-Small Cell Lung Cancer,Biotech,2020-07-08
Bausch Health to Spin off its Eye Health Business,Pharma,2020-07-08
Elanco Receives EC's Approval for its Pending Acquisition of Bayer Animal Health,Animal Health,2020-08-06
Merck Animal Health to Acquire Rights to Sentinel Brand of Combination Parasiticides for Companion Animals in the US for $400M,Animal Health,13/5/2020
Elanco Receives the US FTC's Approval for Acquisition of Bayer Animal Health,Animal Health,15/7/2020
Merck Animal Health Receives the US FDA's Approval for Bravecto (fluralaner) Monthly Chews to Protect Dogs and Puppies Against Fleas and Ticks,Animal Health,2020-09-07
Boehringer Ingelheim Receives Approval for its Classical Swine Fever Live Vaccine in China,Animal Health,2020-10-06
?Elanco To Acquire Bayer's Animal Health Business for $7.6B,Animal Health|M&A,20/8/2019
Cadila Pharma Launches NuPTH Biosimilar to Forteo for the Treatment of Osteoporosis in India,Biosimilars,2020-07-08
Roche's Evrysdi (risdiplam) Receives the US FDA's Approval for SMA in Adults and Children,Pharma|Regulatory,2020-10-08
Boehringer Ingelheim Acquires GST to Boost its Stem Cell Capabilities in Animal Health,Animal Health,2020-10-08
The US FDA Approves Guardant360 CDx as the First Liquid Biopsy NGS Assay to Identify EGFR Mutations in Non-Small Cell Lung Cancer,MedTech,2020-10-08
Roche Report Mixed Results of Etrolizumab in P-III Studies for Patients with Moderately to Severely Active Ulcerative Colitis,Clinical Trials|Pharma,2020-10-08
"Samsung Bioepis Launches Ontruzant (trastuzumab, biosimilar) for Early and Metastatic HER2-Overexpressing Breast Cancer in Brazil",Biosimilars,2020-11-08
Gilead Reports NDA Submission to the US FDA for Veklury (Remdesivir) to Treat COVID-19,Pharma|Regulatory,2020-11-08
Olympus to Acquire Arc Medical Design for Expanding its Product Portfolio,M&A|MedTech,2020-11-08
Bayer to Acquire KaNDy Therapeutics for Augmenting its Women's Healthcare Portfolio,M&A,2020-11-08
Ligand to Acquire Pfenex for $516M,M&A,2020-11-08
Medtronic to Acquire Companion Medical for Adding Smart Insulin Pen to its Diabetes Unit,M&A|MedTech,2020-12-08
BMS' Opdivo (nivolumab) + Yervoy (ipilimumab) + CT Receive Health Canada Approval for Metastatic Non-Small Cell Lung Cancer,Regulatory,2020-12-08
Sarepta Therapeutics Collaborates with University of Florida to Accelerate the Development of Therapies for Rare Genetic Diseases,Biotech,2020-12-08
Innovent and Eli Lilly Report sNDA Acceptance of Tyvyt (sintilimab) Combination Regimen as 1L Therapy in Squamous Non-Small Cell Lung Cancer in China,Biotech,2020-12-08
Roche Collaborates with Celleron Therapeutics for Emactuzumab to Treat Patients with Tenosynovial Giant Cell Tumor,Biotech,2020-12-08
Regeneron Reports the US FDA's Acceptance of Evinacumab's BLA for Priority Review as a Treatment for Patients with HoFH,Regulatory,13/8/2020
